#TYPE System.Xml.XmlElement
"drange","dlat","dlon","D_to_Driftmier","D_to_Adrift_F35","minDist","District","LLNR","XREF","Aid_x0020_Name","Aid_x0020_Type","Position_x0020__x0028_Latitude_x0029_","Position_x0020__x0028_Longitude_x0029_","Characteristic","Both_x002F_Night_x002F_Day","Height","Range","Location","Structure","Remarks","RACN_x0020_Morse_x0020_Char"
"0","38.9636138888889","76.4467694444444","0.0540027550798132","0.223423659128647","0.0540027550798132","5","19697","","NOAA Lighted Data Buoy AN","FD","38-57-49.010N","076-26-48.370W","Fl Y 4s","Both","","","","Yellow.","Removed when endangered by ice.",""
"0","38.9356683333333","76.5382941666667","0.0561726428504592","0.164625349621918","0.0561726428504592","5","19630","","Glebe Bay Light","PA","38-56-08.406N","076-32-17.859W","F Y","Night","12","","","On pile on wharf.","Private Aid",""
"0","38.9276944444444","76.4633333333333","0.0603156451924022","0.184193006657797","0.0603156451924022","5","19687.5","","Fishing Creek - Oyster Creek Light 6","PA","38-55-39.700N","076-27-48.000W","Q R","Night","15","","","TR on bulkhead.","Private Aid",""
"0","38.9273055555556","76.4633055555556","0.0606447243034324","0.183881489942884","0.0606447243034324","5","19687.4","","Fishing Creek - Oyster Creek Light 5","PA","38-55-38.300N","076-27-47.900W","Q G","Night","15","","","SG on end of pier.","Private Aid",""
"0","38.9965277777778","76.4356944444445","0.066809614194379","0.257400762918494","0.066809614194379","5","20067","","Sharps Point Light","PA","38-59-47.500N","076-26-08.500W","Fl W 10s","Night","58","","","White house with red roof.","Obscured from 067?? to 263??.   ::Private Aid",""
"0","38.9850388888889","76.366025","0.133580882989849","0.289609597700674","0.133580882989849","5","7837","","UMCES Lighted Data Buoy CBB","PA","38-59-06.140N","076-21-57.690W","Fl Y 4s","Night","","","","Yellow.","Private Aid",""
"0","38.9786666666667","76.3446666666667","0.154661499632441","0.300152057767205","0.154661499632441","5","7845","","Bay Bridge Marina Light 2","PA","38-58-43.200N","076-20-40.800W","Fl R 2.5s","Both","9","","","TR on pile.","Private Aid",""
"0","38.9791666666667","76.3446666666667","0.154670579410637","0.300494979073787","0.154670579410637","5","7840","","Bay Bridge Marina Light 1","PA","38-58-45.000N","076-20-40.800W","Fl G 2.5s","Both","9","","","SG on pile.","Private Aid",""
"0","38.9796666666667","76.3415","0.157847120206376","0.303146747199182","0.157847120206376","5","7855","","Bay Bridge Marina Light 4","PA","38-58-46.800N","076-20-29.400W","Fl R 4s","Both","9","","","TR on pile.","Private Aid",""
"0","38.98","76.3413333333333","0.158021603029822","0.303495987898987","0.158021603029822","5","7850","","Bay Bridge Marina Light 3","PA","38-58-48.000N","076-20-28.800W","Fl G 4s","Night","9","","","SG on pile.","Private Aid",""
"0","38.9806666666667","76.3388333333333","0.160538403926366","0.305781056937628","0.160538403926366","5","7860","","Bay Bridge Marina Light 5","PA","38-58-50.400N","076-20-19.800W","Fl G 4s","Both","9","","","SG on pile.","Private Aid",""
"0","38.9803333333333","76.3386666666667","0.16069589333652","0.305677131052609","0.16069589333652","5","7865","","Bay Bridge Marina Light 6","PA","38-58-49.200N","076-20-19.200W","Q R","Both","9","","","TR on pile.","Private Aid",""
"0","38.98","76.3353333333333","0.164019849482051","0.307909952211328","0.164019849482051","5","7875","","Bay Bridge Marina Light 8","PA","38-58-48.000N","076-20-07.200W","Fl R 2.5s","Both","9","","","TR on pile.","Private Aid",""
"0","38.9910563888889","76.2713433333333","0.228453250470386","0.364376126423166","0.228453250470386","5","26525","","Castle Harbor Marina Channel Light 1","PA","38-59-27.803N","076-16-16.836W","Fl G 4s","Night","12","","","SG on pile.","Maintained from Apr. 1 to Nov. 1.   ::Private Aid",""
"0","38.9915008333333","76.2707877777778","0.229037058667533","0.365087198244421","0.229037058667533","5","26530","","Castle Harbor Marina Channel Light 2","PA","38-59-29.403N","076-16-14.836W","Fl R 4s","Night","12","","","TR on pile.","Maintained from Apr. 1 to Nov. 1.   ::Private Aid",""
"0","38.7432333333333","76.3033833333333","0.304329909038242","0.261536490727183","0.261536490727183","5","25887","","Harris Creek Lighted Data Buoy A","PA","38-44-35.640N","076-18-12.180W","Fl Y 4s","Night","","","","Yellow.","Private Aid",""
"0","39.0092277777778","76.2294527777778","0.271879055705307","0.408945228851122","0.271879055705307","5","26517","","Panhandle Point Lighted Data Buoy A","PA","39-00-33.220N","076-13-46.030W","Fl Y 4s","Night","","","","Yellow.","Maintained from Mar. 1 to Nov. 30.::Private Aid",""
